,Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year
1976,BMW,25800.0,sedan,203,2.0,Diesel,yes,2010
1977,Mitsubishi,25999.0,crossover,86,3.2,Diesel,yes,2011
1978,Volkswagen,29600.0,sedan,11,1.4,Petrol,yes,2016
1979,BMW,3200.0,sedan,178,1.9,Petrol,no,2001
1980,Mercedes-Benz,6900.0,van,200,2.3,Diesel,yes,1999
1981,Mercedes-Benz,3550.0,sedan,274,3.2,Diesel,no,2002
1982,BMW,2900.0,vagon,230,2.0,Diesel,no,2001
1983,Mercedes-Benz,11500.0,van,307,2.2,Diesel,yes,2007
1984,Volkswagen,11800.0,van,218,1.9,Diesel,yes,2008
1985,Mercedes-Benz,69900.0,sedan,76,6.0,Petrol,yes,2010
1986,Audi,23000.0,other,115,1.8,Petrol,yes,2008
1987,Renault,6500.0,van,186,1.5,Diesel,yes,2012
1988,Volkswagen,6000.0,vagon,284,1.9,Other,yes,2001
1989,Toyota,17200.0,sedan,50,1.6,Petrol,yes,2013
1990,Toyota,76500.0,crossover,29,4.5,Diesel,yes,2014
1991,Volkswagen,6800.0,vagon,160,2.8,Petrol,yes,2001
1992,Volkswagen,3750.0,sedan,262,1.8,Petrol,yes,1994
1993,Volkswagen,8000.0,other,300,2.5,Diesel,yes,2007
1994,Mercedes-Benz,58500.0,crossover,128,3.0,Diesel,yes,2013
1995,Renault,4999.0,sedan,114,1.4,Other,yes,2006
1996,Volkswagen,15800.0,sedan,56,1.4,Other,yes,2013
1997,Volkswagen,9250.0,sedan,200,2.0,Diesel,yes,2007
1998,Mitsubishi,11300.0,crossover,128,2.4,Gas,yes,2008
1999,Audi,1400.0,sedan,250,1.8,Petrol,no,1993
2000,Toyota,80000.0,crossover,23,4.5,Diesel,yes,2014
2001,BMW,11900.0,sedan,1,2.8,Petrol,yes,2002
2002,Volkswagen,9500.0,hatch,29,1.4,Petrol,yes,2014
2003,BMW,10999.0,other,162,2.2,Petrol,yes,2002
2004,Audi,23500.0,crossover,119,4.2,Gas,yes,2007
2005,BMW,24500.0,crossover,170,4.8,Gas,yes,2007
2006,Mitsubishi,6000.0,sedan,150,1.8,Gas,yes,2004
2007,Mitsubishi,17500.0,crossover,194,3.2,Diesel,yes,2008
2008,Toyota,9300.0,sedan,107,1.8,Gas,yes,2007
2009,BMW,3500.0,vagon,280,3.0,Diesel,no,2001
2010,BMW,41500.0,vagon,42,2.0,Petrol,yes,2012
2011,Volkswagen,10300.0,other,215,1.9,Other,yes,2007
2012,Audi,2200.0,vagon,280,2.5,Diesel,no,2002
2013,Renault,19692.08,crossover,0,1.5,Diesel,yes,2016
2014,Renault,7850.0,van,187,1.5,Diesel,yes,2010
2015,Toyota,20000.0,crossover,94,4.5,Petrol,yes,2005
2016,Audi,3800.0,sedan,253,2.5,Diesel,no,1998
2017,BMW,13700.0,sedan,254,3.0,Diesel,yes,2003
2018,Toyota,31000.0,crossover,86,2.2,Diesel,yes,2014
2019,Volkswagen,14400.0,van,237,2.0,Diesel,yes,2010
2020,Toyota,17500.0,hatch,45,1.6,Petrol,yes,2014
2021,Renault,10396.23,vagon,1,1.2,Petrol,yes,2015
2022,BMW,27800.0,crossover,140,3.0,Diesel,yes,2009
2023,Volkswagen,5800.0,sedan,200,1.4,Petrol,yes,2000
2024,Renault,5800.0,vagon,200,1.46,Diesel,yes,2008
2025,Audi,21500.0,vagon,165,2.0,Diesel,yes,2010
2026,Volkswagen,3600.0,sedan,330,2.8,Gas,yes,1994
2027,BMW,6500.0,sedan,388,3.5,Petrol,yes,1998
2028,Volkswagen,10700.0,vagon,171,1.9,Diesel,yes,2010
2029,BMW,3100.0,sedan,280,2.0,Diesel,no,1999
2030,Mercedes-Benz,1350.0,vagon,240,2.5,Diesel,no,1992
2031,Mercedes-Benz,99000.0,sedan,0,3.0,Petrol,yes,2016
2032,Mercedes-Benz,5600.0,vagon,355,2.5,Diesel,yes,1996
2033,Mercedes-Benz,8500.0,sedan,388,4.3,Gas,yes,2000
2034,BMW,24000.0,crossover,108,2.0,Diesel,yes,2012
2035,Mitsubishi,9300.0,sedan,95,2.0,Petrol,yes,2008
2036,Toyota,15700.0,sedan,125,3.5,Petrol,yes,2008
2037,Volkswagen,9600.0,sedan,106,1.6,Petrol,yes,2011
2038,Volkswagen,21000.0,other,93,2.0,Diesel,yes,2012
2039,Mercedes-Benz,3500.0,sedan,303,2.2,Diesel,no,2000
2040,Toyota,45500.0,crossover,65,4.0,Gas,yes,2010
2041,Audi,20900.0,crossover,185,4.2,Petrol,yes,2006
2042,Mercedes-Benz,6999.0,other,168,2.3,Petrol,yes,2001
2043,Mitsubishi,7999.0,sedan,112,2.0,Petrol,yes,2008
2044,BMW,6500.0,sedan,1,3.0,Petrol,yes,1995
2045,BMW,29500.0,sedan,230,3.0,Diesel,yes,2011
2046,Renault,10300.0,van,138,2.0,Diesel,yes,2011
2047,Volkswagen,6000.0,other,1,2.5,Diesel,yes,1999
2048,Volkswagen,3300.0,vagon,193,1.9,Diesel,no,2003
2049,Volkswagen,2400.0,vagon,320,1.9,Diesel,no,2000
2050,Audi,23900.0,sedan,180,3.0,Diesel,yes,2009
2051,Volkswagen,9300.0,sedan,148,2.0,Petrol,yes,2006
2052,Mitsubishi,1699.0,hatch,294,1.6,Gas,yes,1992
2053,Volkswagen,34000.0,crossover,92,3.0,Diesel,yes,2012
2054,Toyota,14500.0,other,82,2.0,Gas,yes,2007
2055,Volkswagen,10400.0,sedan,78,1.6,Petrol,yes,2012
2056,BMW,6100.0,sedan,266,3.5,Petrol,no,1997
2057,Volkswagen,7200.0,other,177,1.9,Diesel,yes,2010
2058,Mercedes-Benz,14000.0,other,144,2.2,Diesel,yes,2009
2059,Mercedes-Benz,8900.0,other,213,5.0,Other,yes,1999
2060,BMW,22100.0,hatch,42,1.6,Petrol,yes,2013
2061,Toyota,33950.0,other,65,5.7,Petrol,yes,2013
2062,BMW,3499.0,sedan,101,2.5,Petrol,yes,1990
2063,Audi,28500.0,crossover,74,2.0,Petrol,yes,2010
2064,BMW,8800.0,crossover,284,3.0,Diesel,no,2004
2065,Volkswagen,17200.0,other,15,1.2,Petrol,yes,2014
2066,Audi,3000.0,sedan,278,2.5,Diesel,no,1999
2067,Toyota,25800.0,sedan,58,2.5,Petrol,yes,2015
2068,Mercedes-Benz,18500.0,sedan,143,5.5,Petrol,yes,2007
2069,Volkswagen,28793.04,van,0,1.6,Diesel,yes,2016
2070,BMW,42900.0,sedan,2,2.0,Petrol,yes,2016
2071,Toyota,11800.0,sedan,90,1.8,Petrol,yes,2008
2072,Renault,7100.0,van,171,1.5,Diesel,yes,2013
2073,Volkswagen,22000.0,sedan,26,1.8,Petrol,yes,2011
2074,Volkswagen,2700.0,hatch,400,1.8,Gas,yes,1989
2075,Toyota,7000.0,other,220,1.8,Petrol,yes,2001
2076,BMW,6499.0,other,230,3.0,Diesel,no,2002
2077,Volkswagen,15700.0,sedan,110,1.8,Petrol,yes,2011
2078,Mitsubishi,8100.0,sedan,113,2.0,Petrol,yes,2007
2079,Mercedes-Benz,12200.0,other,287,3.2,Petrol,yes,2000
2080,Renault,5400.0,sedan,96,1.4,Petrol,yes,2007
2081,Mercedes-Benz,5400.0,sedan,285,2.2,Diesel,no,2002
2082,Volkswagen,7700.0,vagon,287,1.9,Diesel,yes,2002
2083,BMW,34000.0,sedan,115,5.0,Petrol,yes,2008
2084,Audi,3900.0,sedan,302,1.9,Diesel,no,2002
2085,Mercedes-Benz,15000.0,sedan,240,5.0,Petrol,yes,2004
2086,Volkswagen,8999.0,sedan,120,2.0,Petrol,yes,2008
2087,Mitsubishi,6300.0,sedan,116,1.5,Petrol,yes,2008
2088,Volkswagen,7999.0,van,210,1.6,Gas,yes,2004
2089,Toyota,25200.0,crossover,128,4.0,Gas,yes,2007
2090,BMW,26999.0,sedan,131,2.0,Diesel,yes,2011
2091,Audi,16000.0,sedan,180,3.0,Diesel,yes,2006
2092,Mitsubishi,9200.0,sedan,115,2.0,Petrol,yes,2008
2093,Volkswagen,7000.0,van,250,2.0,Diesel,yes,2004
2094,Toyota,85000.0,crossover,1,4.5,Diesel,yes,2016
2095,Volkswagen,3200.0,sedan,320,1.8,Gas,yes,1990
2096,Renault,11000.0,hatch,127,1.5,Diesel,yes,2012
2097,Mitsubishi,10500.0,crossover,187,2.4,Gas,yes,2008
2098,BMW,17500.0,sedan,102,2.0,Petrol,yes,2011
2099,Renault,7200.0,vagon,224,1.5,Diesel,yes,2004
2100,Toyota,8400.0,sedan,195,2.4,Gas,yes,2004
2101,Volkswagen,8350.0,van,1,1.6,Diesel,yes,2011
2102,Audi,3200.0,vagon,244,2.0,Other,no,2006
2103,Toyota,11999.0,sedan,147,2.4,Petrol,yes,2010
2104,Toyota,29900.0,crossover,144,4.0,Gas,yes,2008
2105,BMW,11500.0,sedan,290,3.0,Diesel,yes,2001
2106,Mitsubishi,13900.0,vagon,93,3.0,Gas,yes,2007
2107,Renault,5000.0,van,245,1.5,Diesel,yes,2003
2108,Volkswagen,12900.0,van,127,1.6,Diesel,yes,2011
2109,Mercedes-Benz,8650.0,van,344,2.2,Diesel,yes,2006
2110,Toyota,22900.0,crossover,132,2.7,Gas,yes,2012
2111,Mercedes-Benz,13500.0,van,290,2.2,Diesel,yes,2007
2112,Audi,39999.0,crossover,45,2.0,Diesel,yes,2014
2113,Volkswagen,3300.0,sedan,250,1.9,Diesel,no,2000
2114,Audi,32500.0,crossover,108,2.0,Diesel,yes,2012
2115,Mitsubishi,13300.0,crossover,135,3.0,Petrol,yes,2009
2116,Volkswagen,2900.0,vagon,257,1.9,Diesel,no,2003
2117,Volkswagen,2900.0,sedan,315,1.6,Gas,yes,1990
2118,Mercedes-Benz,21000.0,crossover,208,3.5,Petrol,yes,2007
2119,Toyota,89000.0,crossover,61,4.5,Diesel,yes,2011
2120,Volkswagen,23500.0,crossover,48,2.0,Diesel,yes,2012
2121,Mitsubishi,4200.0,van,350,1.8,Gas,yes,1992
2122,Mercedes-Benz,70500.0,crossover,99,5.5,Petrol,yes,2009
2123,Mercedes-Benz,124000.0,crossover,0,4.0,Petrol,yes,2016
2124,Audi,39999.0,crossover,45,2.0,Diesel,yes,2014
2125,Mercedes-Benz,1999.0,sedan,400,2.2,Diesel,no,2000
2126,Mercedes-Benz,14300.0,other,175,2.2,Diesel,yes,2013
2127,Toyota,13500.0,sedan,139,2.4,Gas,yes,2008
2128,Toyota,13300.0,sedan,104,2.4,Petrol,yes,2007
2129,Toyota,8200.0,hatch,82,1.3,Petrol,yes,2006
2130,Renault,12000.0,van,137,1.5,Diesel,yes,2012
2131,Renault,2150.0,vagon,199,1.9,Diesel,no,2003
2132,Toyota,29000.0,vagon,60,2.2,Diesel,yes,2013
2133,Mercedes-Benz,9500.0,van,280,2.2,Diesel,yes,2005
2134,Volkswagen,10600.0,van,120,2.0,Diesel,yes,2007
2135,Mercedes-Benz,12500.0,van,238,2.2,Diesel,yes,2008
2136,Mitsubishi,10200.0,crossover,269,3.2,Diesel,yes,2002
2137,Mercedes-Benz,50250.0,sedan,0,2.2,Diesel,yes,2015
2138,Volkswagen,8900.0,van,100,1.4,Gas,yes,2009
2139,Mercedes-Benz,5500.0,other,220,2.2,Diesel,yes,2002
2140,BMW,45500.0,sedan,42,2.0,Diesel,yes,2014
2141,Renault,10499.0,other,146,2.0,Diesel,yes,2012
2142,Mercedes-Benz,99999.0,crossover,0,2.99,Diesel,yes,2016
2143,Renault,9100.0,van,166,2.0,Diesel,yes,2012
2144,Mercedes-Benz,24500.0,sedan,180,3.2,Diesel,yes,2008
2145,BMW,63500.0,crossover,1,2.0,Diesel,yes,2016
2146,BMW,3600.0,sedan,221,3.0,Diesel,no,2002
2147,Renault,12900.0,crossover,89,2.5,Petrol,yes,2010
2148,Renault,6400.0,sedan,51,1.6,Petrol,yes,2011
2149,BMW,8800.0,sedan,287,3.0,Petrol,yes,2001
2150,Renault,7199.0,sedan,104,1.5,Diesel,yes,2010
2151,Renault,3300.0,van,250,1.5,Diesel,yes,2005
2152,Audi,2400.0,sedan,305,2.3,Gas,yes,1989
2153,Volkswagen,8400.0,hatch,60,1.39,Petrol,yes,2007
2154,Mitsubishi,7600.0,sedan,180,2.0,Gas,yes,2008
2155,Renault,3800.0,van,196,1.9,Diesel,yes,1998
2156,Mercedes-Benz,13100.0,sedan,160,3.7,Petrol,yes,2003
2157,Toyota,21950.0,crossover,141,2.7,Gas,yes,2010
2158,Renault,8800.0,van,205,1.9,Diesel,yes,2006
2159,Toyota,10500.0,hatch,17,1.0,Petrol,yes,2016
2160,Mitsubishi,24000.0,crossover,20,2.5,Diesel,yes,2013
2161,Toyota,11800.0,sedan,189,2.4,Gas,yes,2007
2162,Mercedes-Benz,20300.0,sedan,198,1.8,Gas,yes,2011
2163,Toyota,11600.0,hatch,24,1.6,Petrol,yes,2009
2164,Mercedes-Benz,22000.0,crossover,225,3.5,Gas,yes,2007
2165,Mercedes-Benz,15800.0,sedan,231,3.5,Gas,yes,2005
2166,Mercedes-Benz,13500.0,van,97,2.2,Diesel,yes,2013
2167,Mitsubishi,16500.0,crossover,150,3.5,Gas,yes,2008
2168,Volkswagen,40000.0,other,170,2.0,Diesel,yes,2011
2169,Mitsubishi,9500.0,crossover,150,2.0,Gas,yes,2007
2170,Renault,6300.0,van,149,1.5,Other,yes,2011
2171,BMW,4999.0,sedan,256,2.5,Diesel,no,2001
2172,Toyota,14990.0,crossover,280,4.2,Diesel,yes,2000
2173,Audi,16400.0,vagon,152,2.0,Diesel,yes,2011
2174,Mercedes-Benz,21300.0,crossover,190,6.3,Petrol,yes,2007
2175,Audi,24996.0,sedan,98,3.2,Petrol,yes,2009
2176,Volkswagen,22900.0,sedan,45,2.0,Petrol,yes,2013
2177,Toyota,8300.0,hatch,136,1.6,Petrol,yes,2007
2178,Audi,12900.0,vagon,255,2.5,Diesel,yes,2005
2179,Volkswagen,12199.0,vagon,149,2.0,Diesel,yes,2008
2180,Audi,9999.0,vagon,198,2.7,Petrol,yes,2003
2181,Mercedes-Benz,35500.0,crossover,99,5.0,Gas,yes,2005
2182,Mitsubishi,11500.0,crossover,170,3.0,Gas,yes,2005
2183,Mercedes-Benz,38500.0,sedan,134,3.0,Diesel,yes,2010
2184,Mercedes-Benz,5500.0,other,250,2.2,Diesel,yes,2002
2185,Volkswagen,9400.0,van,124,2.0,Gas,yes,2008
2186,Volkswagen,8400.0,van,143,1.6,Diesel,yes,2011
2187,Audi,2650.0,vagon,268,2.5,Diesel,no,2000
2188,Toyota,12000.0,sedan,133,2.4,Gas,yes,2008
2189,Mercedes-Benz,7500.0,sedan,187,2.0,Gas,yes,2001
2190,Volkswagen,25900.0,hatch,35,2.0,Diesel,yes,2015
2191,Volkswagen,7500.0,sedan,280,1.8,Other,yes,2005
2192,Mercedes-Benz,35000.0,other,147,6.0,Petrol,yes,2001
2193,Audi,6200.0,vagon,316,2.6,Gas,yes,1997
2194,Volkswagen,1550.0,sedan,161,1.8,Petrol,no,1994
2195,Volkswagen,8999.0,vagon,161,2.0,Diesel,yes,2008
2196,Mitsubishi,21000.0,crossover,29,2.0,Gas,yes,2014
2197,Volkswagen,13500.0,hatch,48,1.4,Petrol,yes,2012
2198,Toyota,3300.0,van,345,2.4,Diesel,yes,1992
2199,Mercedes-Benz,5990.0,sedan,400,2.0,Gas,yes,1998
2200,Mercedes-Benz,14800.0,crossover,242,2.7,Diesel,yes,2005
2201,Mercedes-Benz,47000.0,sedan,0,1.6,Petrol,yes,2016
2202,Volkswagen,7990.0,sedan,180,1.8,Gas,yes,2005
2203,Volkswagen,8999.0,sedan,120,1.9,Diesel,yes,2007
2204,Volkswagen,23999.0,sedan,0,1.6,Diesel,yes,2016
2205,Audi,6500.0,vagon,421,2.5,Diesel,yes,1996
2206,Toyota,14000.0,sedan,1,1.8,Petrol,yes,2008
2207,Audi,23500.0,crossover,116,4.2,Petrol,yes,2008
2208,Renault,9500.0,sedan,89,1.6,Petrol,yes,2012
2209,Mercedes-Benz,125000.0,sedan,18,3.0,Diesel,yes,2015
2210,Volkswagen,9000.0,van,181,1.6,Diesel,yes,2011
2211,Volkswagen,10650.0,sedan,65,1.6,Petrol,yes,2013
2212,Audi,6399.0,vagon,230,2.5,Diesel,yes,1999
2213,Mitsubishi,7500.0,sedan,140,1.5,Petrol,yes,2007
2214,Volkswagen,10200.0,van,105,1.6,Diesel,yes,2014
2215,Mercedes-Benz,3300.0,sedan,200,2.7,Diesel,no,2000
2216,Mercedes-Benz,8300.0,sedan,175,2.0,Petrol,yes,2001
2217,Volkswagen,7400.0,van,168,1.9,Diesel,yes,2005
2218,Toyota,28600.0,crossover,66,2.2,Diesel,yes,2013
2219,Audi,2800.0,sedan,230,2.8,Petrol,yes,1997
2220,BMW,38000.0,crossover,223,3.0,Diesel,yes,2011
2221,Toyota,11000.0,hatch,74,1.4,Other,yes,2010
2222,Audi,11800.0,sedan,240,4.2,Gas,yes,2001
2223,Renault,9500.0,van,275,2.0,Diesel,yes,2008
2224,BMW,23700.0,crossover,117,2.0,Diesel,yes,2010
2225,Mercedes-Benz,35000.0,other,135,5.5,Petrol,yes,2008
2226,Volkswagen,11000.0,vagon,171,1.9,Diesel,yes,2009
2227,BMW,25800.0,crossover,205,3.0,Diesel,yes,2008
2228,Renault,13200.0,van,230,2.0,Diesel,yes,2009
2229,Toyota,4650.0,hatch,170,1.0,Petrol,yes,2002
2230,Mercedes-Benz,8300.0,van,337,2.2,Diesel,yes,2002
2231,Mitsubishi,18900.0,crossover,106,3.8,Gas,yes,2007
2232,Mitsubishi,12750.0,sedan,59,2.4,Petrol,yes,2009
2233,Mercedes-Benz,3800.0,other,107,0.6,Petrol,yes,2000
2234,Volkswagen,11500.0,other,189,2.0,Diesel,yes,2011
2235,Mercedes-Benz,4600.0,van,200,2.2,Diesel,yes,2000
2236,Renault,7899.0,van,129,1.5,Other,yes,2014
2237,Mercedes-Benz,70999.0,crossover,0,2.2,Diesel,yes,2016
2238,Toyota,8800.0,sedan,300,2.4,Petrol,yes,2004
2239,Renault,8250.0,sedan,16,1.2,Petrol,yes,2014
2240,Toyota,21500.0,crossover,89,2.0,Petrol,yes,2012
2241,Renault,2400.0,hatch,1,2.0,Petrol,no,2002
2242,Volkswagen,12500.0,other,160,2.5,Other,yes,2006
2243,Mercedes-Benz,2499.0,hatch,201,1.7,Diesel,no,2001
2244,BMW,14990.0,sedan,135,2.5,Petrol,yes,2005
2245,Mitsubishi,8260.0,sedan,65,1.5,Petrol,yes,2011
2246,BMW,6800.0,sedan,230,2.0,Petrol,yes,1998
2247,Mitsubishi,1999.0,van,168,1.8,Petrol,no,2001
2248,BMW,8500.0,other,265,2.8,Gas,yes,1998
2249,Toyota,24800.0,crossover,90,4.0,Petrol,yes,2008
2250,Mitsubishi,11800.0,crossover,120,3.0,Petrol,yes,2008
2251,Mercedes-Benz,35500.0,sedan,100,3.5,Petrol,yes,2010
2252,Mercedes-Benz,9400.0,van,250,2.2,Diesel,yes,2005
2253,Mercedes-Benz,14899.0,other,209,3.0,Diesel,yes,2006
2254,Volkswagen,15500.0,sedan,178,2.0,Diesel,no,2013
2255,Renault,2200.0,van,290,2.2,Diesel,no,1999
2256,Volkswagen,8950.0,sedan,133,1.6,Petrol,yes,2012
2257,BMW,17800.0,vagon,159,3.0,Diesel,yes,2008
2258,Audi,85555.0,sedan,40,3.0,Diesel,yes,2015
2259,Volkswagen,2000.0,sedan,300,1.3,Petrol,yes,1988
2260,Mercedes-Benz,20500.0,sedan,56,5.0,Other,yes,2003
2261,Toyota,30990.0,crossover,68,2.7,Gas,yes,2012
2262,Toyota,39900.0,crossover,11,4.0,Petrol,yes,2013
2263,BMW,21900.0,other,25,2.5,Petrol,yes,2007
2264,Toyota,12400.0,hatch,52,1.4,Other,yes,2012
2265,Mercedes-Benz,5000.0,other,200,2.0,Petrol,yes,1998
2266,Volkswagen,3200.0,sedan,367,2.0,Petrol,yes,1991
2267,BMW,6500.0,sedan,300,2.8,Gas,yes,1997
2268,Mercedes-Benz,13600.0,hatch,147,2.0,Diesel,yes,2008
2269,Audi,23500.0,crossover,245,3.0,Diesel,yes,2007
2270,Audi,15499.0,sedan,177,2.0,Diesel,yes,2007
2271,Mercedes-Benz,12950.0,sedan,197,2.7,Diesel,yes,2002
2272,Toyota,23500.0,sedan,80,2.5,Gas,yes,2014
2273,Renault,5950.0,hatch,200,1.5,Diesel,yes,2005
2274,Mitsubishi,2900.0,hatch,300,1.8,Petrol,yes,1989
2275,Mercedes-Benz,5000.0,van,400,2.2,Diesel,yes,1999
2276,Mercedes-Benz,1200.0,sedan,240,2.4,Petrol,no,1999
2277,Volkswagen,6500.0,sedan,190,1.9,Diesel,yes,2006
2278,Volkswagen,51900.0,crossover,30,3.0,Diesel,yes,2015
2279,BMW,104999.0,crossover,2,3.0,Diesel,yes,2016
2280,Renault,4650.0,van,165,1.5,Diesel,yes,2003
2281,Audi,12500.0,sedan,165,2.4,Petrol,yes,2006
2282,Volkswagen,10250.0,sedan,144,2.0,Diesel,yes,2008
2283,Audi,23500.0,other,83,2.0,Petrol,yes,2009
2284,Volkswagen,17777.0,van,250,2.0,Diesel,yes,2010
2285,Mercedes-Benz,8300.0,sedan,233,3.2,Diesel,yes,2001
2286,Mercedes-Benz,39900.0,sedan,84,5.5,Petrol,yes,2011
2287,Mercedes-Benz,5200.0,van,400,2.9,Diesel,yes,1999
2288,Audi,31500.0,sedan,140,2.0,Diesel,yes,2012
2289,BMW,4800.0,sedan,11,2.5,Diesel,yes,1994
2290,Volkswagen,21550.0,crossover,58,1.4,Petrol,yes,2014
2291,Audi,42900.0,crossover,140,3.0,Diesel,yes,2013
2292,Audi,2600.0,sedan,160,2.5,Diesel,no,2002
2293,Volkswagen,31310.0,van,0,2.0,Diesel,yes,2014
2294,Volkswagen,11800.0,van,230,1.9,Diesel,yes,2009
2295,Mercedes-Benz,107000.0,van,0,2.2,Diesel,yes,2016
2296,BMW,9800.0,sedan,264,3.0,Diesel,yes,2001
2297,Volkswagen,7950.0,van,144,2.0,Gas,yes,2012
2298,Mercedes-Benz,9000.0,crossover,220,3.2,Gas,yes,1999
2299,BMW,7400.0,sedan,279,3.5,Gas,yes,1998
2300,Toyota,24000.0,sedan,60,2.5,Gas,yes,2014
2301,Mercedes-Benz,4800.0,sedan,199,3.2,Diesel,yes,1999
2302,Toyota,22000.0,crossover,155,2.7,Gas,yes,2008
2303,BMW,42500.0,crossover,29,3.0,Petrol,yes,2011
2304,Toyota,17200.0,crossover,149,4.7,Petrol,yes,2008
2305,Renault,8100.0,crossover,90,1.9,Diesel,yes,2005
2306,Volkswagen,37900.0,crossover,73,3.0,Diesel,yes,2012
2307,Volkswagen,30000.0,sedan,67,2.0,Diesel,yes,2013
2308,Volkswagen,7700.0,van,247,1.9,Diesel,yes,2002
2309,BMW,32500.0,sedan,148,3.0,Petrol,yes,2011
2310,BMW,18700.0,crossover,260,3.0,Diesel,yes,2006
2311,Renault,8100.0,van,219,2.5,Diesel,yes,2010
2312,Toyota,5050.0,hatch,138,1.0,Petrol,yes,2001
2313,Mercedes-Benz,11800.0,van,165,2.2,Diesel,yes,2012
2314,Audi,2000.0,sedan,360,1.6,Other,no,1996
2315,Mercedes-Benz,19200.0,sedan,173,5.0,Petrol,yes,2007
2316,BMW,16400.0,sedan,187,4.8,Gas,yes,2007
2317,BMW,6300.0,sedan,330,2.5,Petrol,yes,1999
2318,Mitsubishi,15000.0,crossover,295,2.8,Diesel,yes,2004
2319,Toyota,23000.0,other,211,4.0,Gas,yes,2007
2320,Mercedes-Benz,23700.0,sedan,86,1.8,Gas,yes,2013
2321,BMW,11900.0,sedan,160,2.5,Petrol,yes,2005
2322,Audi,7900.0,sedan,274,1.8,Gas,yes,2003
2323,Mercedes-Benz,4400.0,sedan,308,3.2,Gas,no,2000
2324,Volkswagen,9900.0,other,181,1.6,Diesel,yes,2012
2325,Volkswagen,6900.0,hatch,113,1.4,Petrol,yes,2003
2326,Mercedes-Benz,71999.0,crossover,0,2.2,Diesel,yes,2016
2327,BMW,11800.0,crossover,210,3.0,Diesel,no,2006
2328,Renault,10999.0,van,207,2.0,Diesel,yes,2012
2329,Mitsubishi,18900.0,crossover,93,3.8,Gas,yes,2008
2330,Toyota,28900.0,crossover,120,3.5,Petrol,yes,2011
2331,Toyota,15500.0,crossover,130,2.0,Petrol,yes,2008
2332,BMW,63000.0,crossover,0,2.0,Diesel,yes,2015
2333,Toyota,11700.0,sedan,145,2.4,Petrol,yes,2007
2334,BMW,4999.0,sedan,327,3.0,Diesel,no,2001
2335,Toyota,13300.0,crossover,140,2.4,Petrol,yes,2007
2336,Mercedes-Benz,8200.0,sedan,260,3.0,Diesel,yes,1997
2337,Renault,8900.0,van,150,2.0,Diesel,yes,2009
2338,BMW,60500.0,sedan,110,3.0,Diesel,yes,2011
2339,BMW,8900.0,sedan,294,2.2,Gas,yes,2000
2340,BMW,69500.0,sedan,62,4.4,Petrol,yes,2013
2341,Volkswagen,9000.0,hatch,95,1.6,Gas,yes,2005
2342,BMW,17800.0,crossover,265,3.0,Diesel,yes,2005
2343,Mercedes-Benz,2100.0,other,350,2.4,Diesel,yes,1988
2344,Toyota,10700.0,sedan,57,1.3,Petrol,yes,2010
2345,Volkswagen,17777.0,van,250,2.0,Diesel,yes,2010
2346,Audi,73500.0,sedan,53,6.3,Petrol,yes,2013
2347,Mitsubishi,9800.0,crossover,92,2.0,Petrol,yes,2008
2348,Volkswagen,35900.0,van,132,2.0,Diesel,yes,2011
2349,Toyota,7500.0,hatch,135,1.0,Petrol,yes,2008
2350,Renault,2500.0,sedan,105,1.4,Petrol,yes,1990
2351,Audi,39999.0,crossover,100,3.0,Diesel,yes,2011
2352,Volkswagen,22000.0,crossover,123,3.0,Diesel,yes,2009
2353,Toyota,9800.0,sedan,65,1.6,Petrol,yes,2009
2354,BMW,29999.0,other,73,2.0,Petrol,yes,2012
2355,Mercedes-Benz,7500.0,sedan,350,2.2,Diesel,yes,2003
2356,Toyota,12500.0,sedan,138,3.5,Petrol,yes,2007
2357,BMW,39500.0,crossover,115,4.4,Petrol,yes,2010
2358,Volkswagen,10600.0,van,240,2.5,Diesel,yes,2009
2359,Mitsubishi,18200.0,crossover,147,3.2,Diesel,yes,2008
2360,Audi,4800.0,other,207,2.0,Petrol,yes,2002
2361,BMW,3999.0,sedan,238,1.8,Petrol,yes,1996
2362,Toyota,35500.0,crossover,165,4.0,Gas,yes,2011
2363,Toyota,13500.0,sedan,158,2.4,Gas,yes,2008
2364,Mercedes-Benz,17500.0,sedan,130,3.0,Petrol,yes,2007
2365,Mercedes-Benz,59999.0,sedan,11,4.7,Petrol,yes,2012
2366,Mercedes-Benz,7999.0,van,255,2.2,Diesel,yes,2004
2367,Toyota,16000.0,sedan,89,1.8,Other,yes,2011
2368,BMW,5850.0,sedan,250,4.5,Gas,yes,2001
2369,Renault,7999.0,van,154,1.5,Diesel,yes,2008
2370,Renault,8900.0,van,181,1.9,Diesel,yes,2006
2371,BMW,43719.0,crossover,0,2.0,Petrol,yes,2016
2372,Volkswagen,8800.0,van,193,2.5,Diesel,yes,2005
2373,Volkswagen,9990.0,van,194,1.6,Diesel,yes,2011
2374,Volkswagen,17999.0,sedan,80,1.8,Petrol,yes,2012
2375,Mercedes-Benz,37500.0,other,94,5.5,Petrol,yes,2009
2376,Audi,20500.0,sedan,155,3.0,Petrol,yes,2010
2377,Audi,4999.0,crossover,242,2.5,Diesel,no,2003
2378,Mercedes-Benz,4100.0,crossover,1,3.5,Petrol,yes,2007
2379,Mercedes-Benz,17499.0,sedan,145,1.8,Petrol,yes,2008
